PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,churn
-2250.140045480735,-8.858333807782746,-16.86617719933125,0.5379377208718907,0.8635538475519725,0.28545495396735004,2.0129323485718076,0.23184502632937765,-0.5759778451767706,-0.6598808841918398,-0.06971908911338794,-0.32678895252238394,-0.04697277968651956,0.06705467109128298,-0.2581243184881128,-0.06185286161062098,-4.667532366675739e-16,5.9350601554630584e-18,2.4412754585392637e-19,0
-343.30795491641413,-6.421186488753099,2.0501085835520025,-1.2100396420915212,1.000174516614559,1.6229587321403038,-0.8083482693801428,0.17732687461133667,0.5340536917601623,0.6068203329987221,0.1057657018285861,0.0987893344416271,0.7628163795778413,0.361595119460868,-0.21874431678456732,0.0221687899258603,9.30892216281286e-17,-9.089911083419858e-19,-1.3055994858422424e-17,0
-2172.0794193755005,11.903544358363575,-6.320750394607531,-0.7507806861088143,-0.11408306422294189,2.107723614606423,1.2081504010752873,-0.36568320709588,0.5127646507995816,-0.08093737315089974,-0.6117859816872182,-0.021364561866558163,0.010817728270645536,0.26327711875550014,-0.16943262210991347,-0.04672441129897485,-1.3357199236018092e-14,-5.533033576253579e-15,6.071554143805975e-16,1
-376.1330626692736,-24.310237319635796,5.894242500213318,1.6544245843193561,0.7945198452191817,1.3118466214620685,-0.810646506810857,0.07001328154323903,0.5148449912738625,-0.08027526032480654,0.6158342717290801,0.11880492688822024,0.488248003599783,-0.6025992308535516,0.07165739083046059,0.05537804187501155,-1.3613435216521259e-14,5.536330975196786e-15,5.845863235776213e-16,0
-2138.236555182484,26.903712984381464,0.7630789610462402,0.02963826425683815,0.49624829970118534,-0.23372552610917618,-0.1728909175686037,0.01239827589145698,-0.493316611998759,0.4476987408603851,-0.5730655736599414,-0.39817504187041625,0.05040680021439571,-0.10042943966630553,-0.23019482145000889,-0.06909223318716048,-1.6543520338481334e-16,2.204722704501293e-18,-1.3224041464248384e-17,1
-1482.1828984160293,47.705693549504815,11.157885987644708,-0.46805911215665696,-0.5775805111376038,-0.6432441284989776,-0.692569574236628,0.1651000014082086,-0.5221101132691264,-0.6597669441932512,0.32471181347482025,0.315453914212215,0.37073725058259577,0.062180662577875336,-0.41442306845825044,-0.061318247104106674,1.38798504918205e-14,1.0432589672383359e-16,1.1571251392086783e-15,1
-319.2387373810895,27.641683401055666,5.260271058139097,0.504387784416307,-0.5145853896470486,-0.4085276578359563,1.3165419952455013,-0.2669538500107512,0.5029670602260325,-0.3168780944919031,0.03333591728732105,-0.3253901575279708,-0.3327682369112172,-0.10076171240696961,-0.5045145137550759,0.5813427222493603,-2.518238520213591e-18,4.430959959460135e-18,-3.16668392752737e-19,0
-1982.431328842983,-13.953642781560742,-12.046473405470824,-0.5361706087830139,1.4777528209529958,1.7151499063561628,-0.3529987748507817,-0.40666622011062575,-0.5272754829304549,-0.210261871631076,0.6853067566803088,-0.31720428994561944,-0.14182421102346665,0.18278952790098463,-0.20028162338001568,-0.006244149825786589,1.874153247005335e-17,4.4741659111414345e-19,-4.0125416728443427e-19,0
655.0749215240199,35.36200694686411,5.993337516464316,-0.691364772241707,-0.18771722198807372,-0.946830093752645,-0.8584523520920007,0.04257579711204838,-0.5350462152728208,-0.42980114538745606,0.24411669366611624,0.624511365145761,0.12340403088337429,-0.7451130044909291,-0.05570435865958827,-0.025918613154703618,-3.1887544642132465e-17,-6.654324054367693e-18,-1.0696388787893182e-18,1
1201.8167685864937,-25.39028130566151,8.524415033012799,1.3294011614601964,0.5031051375606203,1.5208956111362264,1.0012246236115292,-0.48856970773715525,0.59188902875558,0.9235975371072872,-0.018432674145609347,-0.035266673105322326,-0.1926318183074096,0.44913449356900287,-0.17963149652315297,-0.0250263919899311,3.7238717613036913e-17,2.3944362981301627e-18,5.858460040413773e-19,0
