PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,tenure
-2249.949238369827,-15.39928590033467,0.013107573973774218,-1.121957275170579,0.3105603106423397,2.0715692957889216,0.1322747791008005,-0.5737393231712618,-0.5360865424919887,0.02143641550551434,-0.01841674168799761,-0.32561142644302987,-0.05342666383601365,-0.315279501090616,-0.23422921996453316,-0.06261705209040505,-2.2621125217214867e-16,6.631348683481074e-17,5.099979537398265e-18,1
-343.33633622956165,-4.843667546111296,1.1988968589413471,-0.7012377969914474,1.7031302975038876,-0.8859216815412763,0.2747375791052046,0.5438545978208649,0.5765246151255077,-0.055201835275850486,0.10123330762611056,0.23656378496011404,0.788756134150125,-0.2614231717479956,-0.20767446257236996,0.023318053708030674,-7.617730373318505e-17,-1.4728731351321552e-17,-3.604073641011258e-18,34
-2171.8944698811792,7.90078572531921,0.9638243787515429,0.10986858075346458,2.02384002609096,1.2814037698253637,-0.47821587424396916,0.4895368413628205,-0.2741239482008127,0.6235589222512844,0.020465872339795084,0.6313043271188636,0.025380126784619393,0.27010657843612745,-0.20782870124648645,-0.05179262748917525,-4.7958147657561556e-15,-2.3563145886701905e-15,3.7083196720947564e-16,2
-376.26136330201973,-19.215538356361847,-1.7729896410306156,-0.817762671403442,1.3570391170545848,-0.8120441187664164,0.06480921127188055,0.515784357050168,-0.03881222696065377,-0.6330959503369855,-0.015903927503909815,-0.4119843645942175,0.4514689682053107,0.45004739735595134,0.0581676987410798,0.05614319748780579,2.6683148106455467e-15,6.155898404256179e-15,1.626723908793964e-16,45
-2138.050240065229,24.47562356042354,0.0488457467711922,-0.532898262189308,-0.24658927351374108,-0.18886486601228225,-0.0005025434507946224,-0.500501002941157,0.2812266871896591,0.6769445081745935,0.39062045749147806,0.1585273600346474,0.038880817884332855,0.34114710897893724,-0.25914566159045277,-0.072780373067084,1.7138376465053555e-14,-1.6158896614536265e-15,7.855043915726146e-17,2
-1482.0240014574185,47.72541183926661,0.17094395661934556,0.7002643207388188,-0.6776347078937348,-0.742128650720136,0.24244500835524174,-0.5392903121283564,-0.6491488634602991,-0.40552482209623186,-0.26615713645301203,0.19340301812126617,0.37818947296549227,0.09017346884965866,-0.42626972738895136,-0.06201374587201689,-7.223732313537875e-18,1.5995247902794767e-18,1.1894621100495318e-19,8
-319.158581277435,27.112582487064167,-0.6022230283941375,0.4509767793073268,-0.4066834323825538,1.3220751747592954,-0.10166857535775708,0.5057399194145684,-0.2851769416727965,0.0067078100125501925,0.19706472990767857,-0.5346991538737085,-0.3397825822866854,-0.40047837023808847,-0.46574828710117533,0.5850020913539518,4.532788121529468e-18,2.3090513980093693e-18,4.900220554554402e-20,22
-1982.3104382509848,-17.828712473966267,0.9681809143906821,-1.435074621981893,1.7908731597886214,-0.3306845686429451,-0.47799435475918634,-0.5267722159054151,-0.16972768511761666,-0.6382803030432986,0.3431981225247502,-0.11907112529375707,-0.13425124796461319,-0.33506854806986036,-0.17904264842182838,-0.005811333915262697,2.67430541416911e-18,-2.9829744528036106e-18,-2.339745530640644e-19,10
655.1403986633213,34.378900446865316,0.5758964774767499,0.2597523904592839,-0.9766882466694227,-0.8935304519859866,0.0032928394450428312,-0.5445460983147294,-0.35820575263076593,-0.387550231633821,-0.5865388789764172,-0.17066637256886813,0.08191606762249579,0.8080911672458241,-0.09791712979132267,-0.027165353576086508,-8.637268597553544e-18,-1.4792718277974151e-18,2.1973693082793295e-19,28
1201.5994765493144,-19.013300940830444,-1.4617110854997757,-0.5443245897609541,1.5235105624523821,1.0037528737397727,-0.35432807589418663,0.5960118707427629,0.7694954224549404,0.15318014307559882,0.36834465401604455,0.4400175965051602,-0.15650448006622045,-0.2838903742565585,-0.1726257239201196,-0.023539359044186622,5.758371895087198e-18,-4.0621692297994973e-19,-4.421507181632515e-19,62
-1630.2988136364609,-0.6772080997017674,1.0268572105336213,-1.0591150474106887,1.7717329513548543,-0.4628424176282334,-0.4994222580169114,0.483576002974856,0.005204210861161755,0.617852186158528,-0.19063579329984454,-0.061462584296243905,0.009146645024668885,-0.3710951603017053,-0.14188433081440077,-0.031143075175311594,3.024964803301731e-18,1.9379540375213845e-18,-4.918747512331277e-19,13
-1976.7035190679471,-28.754312879504415,-0.82776032458227,1.282171762613048,-0.34548257332156557,-0.4051050895224006,0.5956622395904041,0.5234798683551682,0.19019017156953774,0.12509143247810742,0.30860560613308063,0.1523118844853161,-0.02393114065535245,-0.09586740288625638,0.0025897292857416116,0.00176257014445552,1.1267279930519115e-18,-1.507906380001141e-18,5.242735470488007e-20,16
3540.8938783593476,4.949129325558523,0.0590255006306553,-0.7125779616503513,-1.2829907322816987,-1.047390747731231,0.21478246137614815,0.5187943469409845,0.38632333633613525,-0.7801655036032409,0.11690170968900689,0.07122804780807107,0.1582287275439414,-0.41027913837773466,-0.41047169697185054,-0.04282663422512627,2.58995322394412e-19,-4.977934838611877e-18,5.118178772321437e-19,58
2801.950892835413,14.707408313248061,-0.9558744355837439,0.1369931171178001,-1.2921088605561895,0.9611050812767331,-0.7351387421011187,0.49103932946555107,-0.3506363280898233,-0.3002289188152997,-0.2636816075486161,0.4815284033999457,0.23881954128904645,0.27155594303922576,-0.5247200149422104,-0.09281379000770774,3.6713918037194464e-18,1.226146795946708e-18,-4.118782677215202e-20,49
358.25774438879546,37.613502713321466,0.4707222796067666,1.2113520840536762,0.7387521318100274,-1.5412344667488733,-0.6397330490766563,0.5585436223101086,0.20302706529826223,0.17270066212503007,-0.9307111647835726,-0.4271269477285018,0.127424514741991,0.045626717847278175,0.04539904862667801,-7.163262446331759e-06,2.881196579133651e-18,-2.2877893795518995e-18,-4.28674949212469e-20,25
5534.881398055865,0.5360557170076784,0.2847155782389819,1.0517130425891015,0.44228808985499923,-0.27669209991462007,0.08725383435767856,-0.4412506219629589,0.403902898373955,-0.5044177146889204,0.2612052449815291,-0.04435788989916972,-0.1002020561911826,0.19207044858990288,-0.10184834736404744,-0.010976861055327037,2.4377778120783993e-18,-2.0535191934585234e-18,2.2748049167255205e-19,69
-1206.1181972999016,-33.698698746603085,1.3700839333469261,0.6568669021976117,-0.38944986594399583,-0.24440152887613661,-0.1893175591261677,-0.48929384342309673,0.4025813106355191,-0.08940132748132988,0.05006426765910535,0.03826920652498768,-0.03447790394880231,-0.04461015442500209,-0.0029438236410076783,0.00223079070669154,1.8192944715982974e-19,2.3782830362386034e-18,1.6933350689052114e-19,52
5296.283490443336,-3.9259661673407145,-0.7599506106830771,-0.19121725394592692,0.09998257073357708,-1.8774727731636727,-0.11521088845479747,0.5381254329467572,0.2505508514996953,-0.4603790024908627,0.5199901214340181,0.36337789175616164,0.1291361714087206,-0.42599142957100766,-0.45366723810737253,-0.03839636824321273,8.563914044458432e-19,-6.082707228871234e-18,2.45350406538491e-19,71
-1727.599601880641,5.413395222235483,-0.8793070296078012,-0.9527401262496932,-0.046006030969447324,-0.13960160629505158,0.3243845947427338,-0.44466113894090936,0.8143061746894155,-0.4379593731332435,-0.5107206588353522,0.2005032881352059,0.5495593309662802,1.0937410438065382,0.11570216029899125,0.05735945857842259,-1.363262106079092e-17,-6.628828497993822e-18,-1.5781955068100442e-19,10
-388.2979630313775,28.651076057522253,0.4013192847632564,0.840782039320647,-0.38979480088434665,1.1429456278083965,-0.03220968092673818,-0.44095010205296153,0.4536982067327034,0.2799073531367285,-0.34505821784681473,-0.20394203417416082,0.6699634165567061,-0.3973781832754846,-0.1717189313927503,-0.7497420237434554,-2.535800626536626e-18,5.914135128032535e-18,6.095614091419594e-20,21
-2240.0649910884313,-5.677779839910109,0.04642714860701828,-1.3941871389178093,-0.3264983210996963,0.03073181001292061,0.09395612943887563,0.3678460578542659,-1.0993787617652215,-0.3224693721193868,-0.3381832152672892,0.6446821449521183,0.7854526937534668,0.05501738847885832,0.6749543646355649,-0.502049562651795,6.1927143303887055e-18,-3.191529640421599e-18,-2.1896748047504166e-19,1
-2042.2937065851008,-27.321187890879195,-1.748261447683281,1.0330703005474586,-0.5424677894193002,-0.2042816908199013,-0.27800939644276607,0.5570729911407846,0.3132508550407075,-0.13373438645755525,-0.01307520504242856,0.03571938290906132,-0.04672200717245863,-0.03855346835966905,0.0014049521533339056,0.0036928844910452258,2.42777995631248e-18,-4.2820140874343584e-18,7.382371466109195e-20,12
-2259.7331882030044,-25.060760992897507,1.2862536622069622,0.629406920290366,-0.4493527307417088,-0.025167922580271,-0.8870606795386005,0.50162987212563,0.11486393047671117,-0.31297963122346834,-0.08821104893804713,0.5385652909800398,-0.03267707224333508,0.646392362189111,-0.04256713591958319,-0.002718919006858626,3.991227030328878e-18,1.930124515848682e-18,-2.6877083983282865e-19,1
1194.5321647478386,-15.199253369611704,-0.5413972827809385,-0.7364954873131226,0.11567047847462603,1.358827490232463,1.4160463665102843,-0.5711341716010642,-0.1978367539015469,0.504833742376084,0.27572787022821477,-0.5169842493929266,-0.3197561179311833,0.3625710501922365,0.0757026075584158,-0.03528730089746929,-5.623235277627055e-18,3.5295413605515983e-19,2.1212739333482804e-20,58
