PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,churn
-917.761411205329,8.584574948366065,0.7069275575011803,-1.1531486235035158,0.2527763546128314,1.5998864117010616,-1.0350835265641691,0.4410352662443833,-0.4652813300117675,0.3782195225311751,0.2457777414285753,0.3765473742230968,0.5568882829090722,0.669692456082551,-0.0652308246884829,-0.6635016559557259,-2.216125744129416e-19,1.7510506799582713e-18,-1.137769948438284e-18,0
2969.4632334817497,8.237470453929374,-1.4460833854869632,1.0742825173041792,-0.5471140283842318,-0.8912980212426673,0.7094886194460155,0.8128635986497762,-0.528216147012541,-0.2133357739734111,-0.2842802950237503,-0.7030009112856662,-0.6290607412293995,0.5539275057670988,-0.4090194746868041,-0.1126970559384767,-2.1843998607506642e-17,5.455984717041221e-18,9.638635937467998e-19,0
-2256.59524297666,-14.56131408115933,-19.61344023233673,0.6777384510997669,1.993517324628874,-0.0647098183076742,0.3324666074949763,0.2627163047077255,0.3859443887402647,-0.7388631484929133,-0.1155341782424093,-0.3261401948763194,-0.0579044233781041,0.0362010296833886,-0.2436704263107937,-0.0484545290610905,1.8241837653514468e-17,1.1619148245527958e-18,1.308011950202355e-19,1
-1998.8337877751296,25.04199363533805,0.6799210416524557,0.0007919597641414,0.5834779555262846,-0.274128525452591,-0.1699911808914825,-0.0093370008301332,0.502157805371549,0.3911709221442976,-0.5975089412074904,-0.3949478387454018,0.038228135831612,-0.1065160688271361,-0.2288414408922267,-0.0723635964490517,4.118465829193755e-18,3.4124972107754014e-18,-5.2299258402193615e-20,1
-2279.7183872120017,20.36243126291029,-3.1706787833332526,2.0965754969739256,-1.4755724206594665,2.2123448289447176,0.680045038518973,1.4369324545156028,0.4925623446321227,-0.8036827956232461,-0.4525086420147836,-0.9236372815479652,-0.1894466333084622,-0.4239301785027595,0.1359101076391504,-0.0120632318089057,3.231702127683392e-17,2.59305449906032e-18,-8.044234923100032e-19,0
-1792.7785340218022,22.351186117953965,0.6363019396688123,-0.0277702428114161,0.6789388152484234,-0.3126903547798255,-0.1636053538220142,-0.0628865009952427,0.5004291196839256,0.4120462335472084,-0.602201965696126,-0.3807102545289067,0.0309818668786911,-0.1057573617171944,-0.2323085539476741,-0.0730017386678069,4.521774069198305e-18,3.2928153865306792e-18,2.43130539895039e-20,0
-1673.4513159421324,-34.60728416152534,-0.7491120643640519,-1.4280341635174585,-0.8777366965575204,-0.2010915401072928,-0.3770505076572812,0.6382191743695145,0.4898552916707032,0.2423760512962847,-0.0851690967263427,-0.3386759121425305,-0.0237040675604193,0.2012587984951528,0.0055888439264438,0.0007717955210998,1.993615573899819e-18,2.454372659528677e-18,5.22471419919193e-19,0
-853.9487394849021,-54.633372544882526,25.808953454289853,-0.1775669311068748,-0.4754657727186514,-0.5874650351206533,-0.2000611712163182,-0.2462606026662549,0.4715029401930128,-0.0675481767684569,-0.8227657095698664,0.0344417852927774,0.0204121797708198,0.0091230643567692,-0.0733221693537874,-0.0375791098938323,1.996222249976946e-18,-9.327319230615905e-19,1.9581254936774573e-19,0
-1526.450293699532,-10.773971565108752,-4.982836671180436,0.1128819250941439,1.507915075721338,-0.3845003952291591,0.0417964183779691,0.1248905187350315,0.4027401308782899,-0.8916799790105981,0.1243659559582421,0.4929093312521751,0.503508869290556,0.1284811224134882,-0.4987490213831312,0.6608428468156439,2.0232877732999706e-18,-2.9008997405829343e-18,-1.0680560952901755e-18,1
-2080.5078913247776,-22.42717366768332,-15.143303026883194,1.9565861318874744,-1.363156269294954,-0.5490451942665665,-0.3455589356023897,0.0108293771333204,0.4851961062700344,-0.3457476879782815,-0.6855756176618653,-0.1191492620460537,0.0507284062676264,0.012077833968096,-0.0496281560162129,-0.0252048231479521,9.252000845611485e-18,8.603294786257367e-19,3.650838363971317e-19,0
