PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,tenure
-917.6960843459586,8.011822109473696,1.3721057032063035,-0.747344940486244,-0.2701408064793343,0.7577436678648892,0.1529543507797662,0.4960441723184481,0.6229224216249787,0.3137238162231359,0.340223695876334,0.4720159260554811,0.4669203312494721,0.0100640796105423,0.716299952347507,-0.0263415866023061,-0.6185855659251611,-0.2692282766701219,-0.0538797996718125,-1.8595503244389846e-14,2.5942882743935712e-14,-9.236755459425312e-15,-4.1560983967674556e-15,-8.004395805386217e-15,-1.791015233363179e-14,-1.484612508007085e-14,21
2969.388402999772,6.727485067147286,-0.4968158606222292,-0.5175934367971518,-0.6357853842084106,-0.2613619423327932,0.4716963238683315,-0.6793127619444903,-0.2421004136153065,0.1704705273145141,-0.2960983395117879,-0.6995592320503337,-0.5513871663022699,-0.0657236370921678,0.3208265006493781,-0.184416730225503,-0.0852524050172406,-0.5373058841088111,0.1360078934733495,9.072679555539802e-15,1.8395807426313364e-14,-8.791476273421481e-14,2.9927026917287202e-15,6.881998425030458e-15,3.4299392414086437e-15,7.216697638381402e-14,54
-2256.404674784924,-21.75295715513972,-0.1415953886389371,1.5980403597342887,0.4251394651010961,0.0896212381890019,0.0141573999902266,-0.2088555251900426,-0.1174556812336684,-0.0610704816884612,0.0143495414991678,0.2160727838755462,-0.014666719512133,0.4368116691911134,-0.2037255727173212,-0.2760913522480197,-0.0480375694563772,-0.1987957242087425,0.3149670515285845,-1.750835561654487e-14,4.1630595864342286e-14,-4.195492643369174e-14,1.6000997850154068e-14,-1.6565273188177242e-14,-2.3097773732978997e-14,3.880698933994673e-14,1
-1998.659502980004,22.76414393620608,-0.7415218491140878,0.3562895672453392,0.4593731864743366,-0.0818038984846212,0.0001927277082495,-0.0024873232401587,-0.1274511342840575,-0.2156448100225728,-0.3939531109941864,0.2397423896607647,0.0897983798855377,0.3869075915547849,-0.2229352729693107,-0.2677988227206228,-0.0665881353864417,-0.1954349431822853,0.0731768434352794,2.902493068366168e-15,3.4537771154288e-15,-9.422823001378225e-16,-9.011736225629871e-16,-1.9352616486415812e-14,1.876984113367245e-15,1.2319578690286495e-14,4
-2279.520388019206,16.849049994411406,1.7188450082632474,-0.4744524936028347,0.2820793499396293,-0.618020813185174,0.6101508431457483,-0.512676503937517,-0.7142101175317017,-0.4372920250063859,-1.320630225619106,-0.3439565612707378,-0.0779829633679256,0.335500765804516,0.1395631906089954,0.1603252541194144,-0.0266698650555515,0.0077484021961744,-0.0967159275904711,-2.6216361249876743e-14,1.5769000200990906e-14,-1.1758453294471231e-14,-3.1447859122616468e-15,-8.822330207162929e-15,-2.3067825182913197e-14,1.5267260326124475e-14,0
-1792.6228237719924,20.322551179304355,-0.6380319118350836,0.1818672963883849,0.4770646712500814,-0.0639135802378509,0.0173324269379706,0.0787634654036092,-0.1239509805058272,-0.2824531594662265,-0.6472676416277038,0.1885814217165286,0.102171275252407,-0.4996911701337929,-0.1123517886692829,-0.1169085677936358,-0.0538258537396518,-0.2775232010366655,0.122311831766382,2.448661405449165e-15,7.391550306836113e-15,-4.26681580594384e-16,8.899551780753225e-15,-7.586080726486441e-15,5.310814854255757e-15,5.566795988504027e-15,7
-1673.5154400873132,-31.351720900171443,-0.3325477882943806,-0.7147554699406374,0.495499152294412,-0.3292355303711489,-0.1759243451519162,-0.208476051607546,0.5968879974311192,0.2571269356423841,-0.3533004774653338,-0.1967697390521792,0.071793092337541,0.1820642386588511,0.1784841815121279,0.0877516615267171,0.0085855552124476,-0.1137957392798242,0.039490368878196,-1.3829209830534811e-14,7.885229763174012e-15,-1.9572705115691385e-15,-2.372044954048888e-15,6.394998412920688e-15,-8.928469676519422e-16,-1.2981715714506685e-15,32
-854.338699401125,-37.58425417517609,-0.5667224162619222,-0.1565132989769411,0.409493148955413,-0.1135449482193366,-0.8725704600622712,-0.5875534668785314,-0.7234103029260315,-0.0330896208974202,-0.4660175970148132,-0.0324884183488627,0.0121577303148073,0.0594439741832462,0.1011874023058624,-0.0790964061853428,-0.0266173094461152,-0.0045193007297577,-0.0192308904102663,-2.1767762143711692e-14,3.3592788493499084e-14,-7.938824793457106e-14,8.856978776674654e-15,5.704665663895987e-15,-6.856083841392606e-15,4.579863516822469e-14,72
-1526.3915927697017,-11.867718746515354,0.1530744621001803,1.47950705005552,0.4784678369044979,0.2797955483074188,-0.1357311981038975,-0.6497622119262797,0.1512219204731183,0.2022331975497099,0.416257983965454,0.1299756729650423,0.5183163802381974,0.2445819533281696,-0.1341432431123899,-0.572968065247858,0.6530569298112913,0.036756489247586,0.2524082146317862,-1.2460643095680686e-14,8.379041992754631e-15,-3.4497421534378494e-14,8.409658968226573e-15,-1.7213907406793875e-14,-1.7887296654498172e-14,-3.4642714324327653e-15,19
-2080.3914264081723,-26.815139657512177,-0.3419991037722603,-0.395114537620657,0.464627436159768,0.8049189271791775,0.8126387229329388,-0.4796085085444372,-0.8543576215624996,-0.0132778990814797,-0.2560855884730459,0.0312529835375728,0.0325596864090463,-0.0537242410326438,0.0090530119427375,-0.1060083004138702,-0.0363649854628778,0.2673749057632162,-0.0580935211072593,-1.7882768751097542e-14,2.2739747389194443e-14,-4.301183100375464e-14,1.7975594927916267e-14,-1.7341952290024484e-15,-2.1035589819271742e-14,1.2826287248153412e-14,10
