PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,churn
-917.761154998737,8.579203149994763,0.7207279468156625,1.3066401686259008,-0.8379971424434257,-0.2795063657770475,0.8420761995771605,0.0463774070736059,-0.3764207912141522,0.4236013167459616,0.3178214177585431,0.3124323272899472,0.7486054044242054,0.3628702626823785,0.6175120050708665,0.0054826868676544,-0.621250348030015,-0.2377040817293528,-0.0591468682837016,-9.639325370774802e-15,-3.2555206051194896e-14,-8.340911984081526e-15,-1.3849097134357586e-14,-6.985564433028694e-15,-1.6197024918977676e-15,-1.6296069373723802e-14,0
2969.462976686737,8.239823779205905,-1.4831242013353092,-0.5542767149262559,-0.3998838398865864,-0.6281477235559783,-0.2919393324128549,0.5609811034675847,-0.0461241356715702,-0.6546117766935496,0.0450410602739754,0.0124386779391163,-0.7838257119536056,-0.5101082995102723,0.3840759394746947,-0.1266511426092829,-0.0817613428156769,-0.5994363825639125,0.1286126603532951,-1.6574833088367504e-14,-4.4383914145467685e-14,9.296734189119652e-14,3.8411759547977586e-14,-5.735122796697587e-15,-1.3194280449424226e-14,2.6955879848303903e-14,0
-2256.595181513504,-14.592681934195085,-19.61967216785249,0.080662953161169,1.3494204430599426,0.4266891056178562,0.0691315235301277,0.0441948759567868,0.0290036143316382,-0.2049035512179225,-0.2044377499819482,-0.3554609338428789,-0.0137143601754296,0.0391714748242414,-0.0279872524699676,-0.1477186613881816,-0.03495099432564,-0.345350704886316,0.3379986960502888,-7.198899257637811e-15,-5.76694592610259e-14,3.090351450889922e-14,1.4919440126047295e-14,-3.3289321762595957e-14,2.608805416782293e-15,3.62172354124834e-15,1
-1998.833490567334,25.036558155374745,0.6805890049267376,-0.6696153166761508,0.3367665608095057,0.4663664032577991,-0.1010482525766216,0.0172329871733945,0.1301346952071862,0.1365610182820794,-0.0039958918025347,-0.5607837619206724,-0.0407152213905722,0.1389953130287441,-0.0898791172781182,-0.1920471403329473,-0.0620258153778113,-0.2488512936181862,0.0868723100214551,5.338503655089117e-15,-9.257217166544765e-16,6.2462132522360006e-15,8.802577713176292e-16,-1.1200749428840884e-14,-1.2217588390369224e-14,-3.536325217987256e-16,1
-2279.7189823177523,20.391007569105355,-3.2305149699442928,1.6342001639319794,-0.4005587942914856,0.2938603108841485,-0.6707600088238337,0.714842698979571,0.474343051146782,-0.3007442394879282,-0.0709519798916033,-1.2164683204498543,-1.0129446994818756,0.063790906184634,0.4018686356061039,0.3740330900682214,0.0045905920644297,-0.1907600559258729,-0.1011821182141427,-3.689876064249204e-15,-3.553399566290558e-14,4.898312512424106e-15,-1.890271799590148e-14,-1.4118999443000176e-14,4.925632089590953e-16,1.8197643612458552e-14,0
-1792.778236333847,22.34409109429413,0.6383933063156451,-0.71163375908388,0.3820431229712465,0.4641720406812516,-0.1064886310107693,0.0202077940239452,0.1320264244209838,0.1518654641536111,0.0052400009685643,-0.5419105438456417,-0.0138497436056208,0.1289671064157277,-0.1078903485883708,-0.2026317901775436,-0.0632045261709323,-0.2451883091662798,0.10209637728304,5.341413649989265e-15,4.619014025483745e-17,5.6779246623449984e-15,1.2739100878841068e-15,-1.1626124204258704e-14,-1.1217755228552707e-14,-1.9741048527199958e-16,0
-1673.451545945291,-34.58820578386826,-0.727987243200023,-0.3809910695868151,-0.6794296472104804,0.497791175289215,-0.3169807360939907,-0.1660392563559971,-0.6316143041438473,-0.0185615599917979,0.3874412294299281,-0.1209553431667777,-0.256471321834739,0.0823060521848514,0.2034867674150723,0.1437683884630404,0.0145589413829945,-0.1432244731058848,0.0392118157143333,1.1858376808492056e-15,-1.5403063368183312e-14,-6.009354781827822e-15,-3.0850048617911463e-16,3.661155644374662e-15,3.471173435679832e-15,4.043090530798638e-15,0
-853.9491920780458,-54.61250438641289,25.813932365095987,-0.6497403666120997,0.173131385278569,0.4477620387115431,-0.2358614568034297,-0.7364087216686896,0.4320801134430596,-0.5496506135267446,0.1221950943006833,-0.2451907691998536,-0.1065036779174375,0.0074733483985653,0.0690389361418866,-0.1030593381294648,-0.0348612124068585,0.1067449469635359,-0.0214113282007246,-1.3359652020089352e-14,-6.878076101067361e-14,6.848399447950236e-14,3.2605418795391504e-14,-1.6483429640387543e-14,-5.109578163490706e-16,-2.228951423683079e-15,0
-1526.4500938305507,-10.788193262815264,-4.976643851560383,0.3381355275013371,1.3079929081158317,0.4953132190755529,0.2335027190443259,-0.0568245181442353,-0.393310718365303,-0.5516603714690992,-0.1474517916679683,0.1771934657116281,0.2011163602788686,0.5196309145190142,-0.0198326705364451,-0.5215682539840604,0.6530816418766017,-0.0009279627680587,0.2733271526445821,-3.041637583319487e-14,-2.7384022204455282e-14,6.396986826075749e-15,3.719138998198248e-15,-1.884079551905096e-14,-1.1587453641836658e-15,-2.353972186861919e-15,1
-2080.508374048698,-22.40796651345837,-15.17692852672766,-0.3615847589029546,-0.3482143496503616,0.4688579166629581,0.7889232528441353,0.8782034968323951,0.5978312331629996,-0.7391789543591464,-0.3163436709772337,-0.5314168465067562,-0.2854661182032003,0.109690109629422,0.1953643579545274,0.0077100712685964,-0.0170384089068706,0.118798761091987,-0.0594646181053833,-2.6782723496642115e-14,-4.3694400146332326e-14,1.668145961226083e-14,9.607256099591468e-15,-2.095166365384389e-14,6.671455981736947e-15,1.2476544070828364e-14,0
