PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,tenure
-2249.9493611809967,-15.41649790677933,0.25175134838607804,1.346790788969236,-0.5599261228173668,0.17030034471314212,0.05867148309561295,0.19326812925634734,-0.1657719916407537,-0.2186195653195938,-0.4123752561530433,-0.6998749785466106,0.0322455984754425,-0.3577810540330025,-0.0018205095784172758,-0.18769114920828603,-0.08444159572146002,-0.10937766102561029,0.30382219894631163,-4.268694879848778e-13,2.3908369110126264e-12,-1.049626705193807e-12,9.821875793216621e-14,-1.6451281954302696e-13,-3.5837936469954974e-14,9.082519965141351e-13,1
-343.3361470398237,-4.865407963637693,1.0761026079444742,-0.4949800365277892,0.6844774140313676,0.4352697493986348,0.31730898404905156,0.8235260790729284,0.41243364761605916,0.1337581977874439,0.1648555028061859,0.5803133409597726,0.697037140530292,0.10921981349855457,0.47882943395481564,-0.16135345809186744,0.07131154554995517,-0.40116787128664977,-0.08655740394873904,4.318947861589197e-12,-4.570077877964245e-12,1.0626129853887903e-12,-2.1268322292577558e-13,-1.7000265537267166e-13,3.29408046378912e-13,1.8182735981768743e-12,34
-2171.894501216744,7.892667866197986,0.8615162685050747,0.5222425313609058,0.41159437042064795,-0.6250519777883804,0.26934638733722865,0.7639145892729864,-0.29961934129001644,0.5948125208019225,-0.23598330913019458,-0.24347232943184904,-0.049928834591434906,0.7681476771886995,0.5624998196504184,-0.34234562418596526,-0.049890948058458055,0.10461883769978929,-0.10008243439278806,6.728137936161488e-12,3.5340499535781626e-12,-3.45795662218959e-12,1.1596127054807832e-11,4.87882934166725e-12,9.27836823267935e-12,-5.9125958614762785e-12,2
-376.2615732094046,-19.219749637407478,1.3115957927620594,-0.24891840023578038,0.5206308870901565,0.40802485267203226,0.8992148932174683,0.043525863655465055,-0.15447434930738224,-0.6240892895580176,0.16559105986400405,0.7330552673528999,0.5232140826646299,0.09378731555541868,-0.33750180576469024,0.028207137206902187,0.06031803331508706,0.25635415412718715,0.3094145478766667,-2.566008919315274e-12,3.738978701516051e-13,-1.096773766265325e-12,-1.0463437854651648e-11,6.361736761689689e-12,1.3342579740048176e-11,3.5965639235834484e-12,45
-2138.049943178666,24.471039495138665,-0.6970983372528569,0.28558413981114783,-0.5212389859124102,0.06184186538407161,-0.058205523108055365,0.05623362769197599,-0.06209137938241994,-0.2001660013929249,-0.38088243689680673,0.2382401119172516,0.10190525151486624,0.37317832305166665,-0.2275087496474477,-0.26086262159376816,-0.06255464236508397,-0.21572965545168327,0.06286201569561939,3.601874035105216e-12,6.954092147048093e-13,-1.8129711445889174e-12,-4.220618021868199e-12,1.4873095933060105e-11,-8.74832069378044e-12,-4.160868132152548e-12,2
-1482.0235853777513,47.749208832292645,-0.17875086789456682,-0.03798733153758989,-0.4390289249476674,0.4012366013218437,-0.3038159226915502,-0.7239300618649896,0.36669694794720026,0.22929740894286996,0.18949498616613442,0.07094970846185795,0.37700431281579766,0.08892127010352169,0.07226061093279683,-0.4332488213770505,-0.05562034065026321,0.11152854284259445,-0.07157036555846077,-8.66819354825773e-12,-3.642466083544586e-12,6.189093836146952e-12,9.11059959574371e-12,7.99516718550686e-12,-5.2464372331274084e-14,8.702877901877615e-12,8
-319.15859413243885,27.108779074157177,-0.22231012024425495,-0.3641908976326324,0.4616746895992153,-0.36151737826426245,-0.5343231036583937,0.3118108493327657,-0.8910246721185244,-0.000622929684632317,-0.05638630123611291,-0.7093505269559616,-0.3777128924389541,-0.47146031566515445,0.044827277727479464,-0.3624408411714634,0.5970119264354602,-0.062358098401852496,0.0305326146869472,1.0245266296362675e-13,8.457331392786069e-12,8.36021327603855e-12,-9.378561904789886e-13,1.5296173596562923e-14,9.210772160315122e-14,-1.3317097449658352e-12,22
-1982.310372307691,-17.85567890624468,0.7081782473695007,0.23376183936717215,-0.4925556461966328,-0.45165391969082636,0.1521579304906456,0.8078854790974778,0.4502245392564219,0.1795198826388622,0.23444991381930871,0.49853462487065525,-0.1478578299378349,-0.1784068301700875,0.48342736196089603,-0.08422571099740649,0.04690469932554979,-0.06499131461265083,0.3873228147597455,-7.92010958868003e-13,3.1737597332205866e-12,-6.006405652702265e-13,1.168257750545678e-13,-2.2482586005040374e-14,-4.690762471064869e-13,8.891084217138404e-13,10
655.1408880833536,34.39703571119941,-0.215424989173642,0.2379742341556319,-0.4533466600908338,0.24058007787216992,-0.27118730778743844,-0.5588350238259734,0.481041316154805,0.33883333773978175,0.11284279724886857,0.3485359877946366,0.190295075749555,0.1331575297934053,-0.7497777546171264,-0.17471694042482944,-0.056030628660063066,0.38735226623856733,-0.07657766243474287,-1.6253931613810777e-12,2.0371083916375385e-13,-2.003758104242411e-12,2.4330767616089884e-13,-2.189687434001016e-14,-1.771708423384593e-13,-4.024085905492983e-13,28
1201.599036769637,-19.037813245573282,0.7116986951186156,-0.02263475969639067,0.47945897126023296,0.22019413303868562,1.1384366226892988,0.7177509123837055,-0.3440270724128687,-0.7828523788531995,0.0958344021522773,-0.13135648017646467,-0.2843913584158706,0.22011541539014884,0.4259811594997386,-0.23627450094030722,-0.01173589421507192,-0.2728381163294344,-0.0720637525282282,1.3820308817983485e-12,-8.901314953899819e-13,1.98572604737923e-12,-2.421733617807853e-13,1.4974704912517405e-14,2.7203767243808577e-13,-1.2049665863410253e-13,62
