PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,churn
-2250.1401682741307,-8.875577897877987,-16.866909247496473,0.3102442060514438,1.3305752695060906,-0.5811811153437928,0.13982940178731837,0.03680439959863563,0.20720414749410068,0.11872754018070726,-0.06245083560867817,-0.052958529895917344,-0.7978247228011336,0.09678808126347786,0.10318452650130101,-0.17571024344870964,-0.08041430432332493,-0.179603667673027,0.29254382547042385,5.368716646953465e-13,-2.211943816008245e-12,9.09811657676239e-13,7.667887176627594e-13,-4.358416669808443e-13,-3.2163856263537687e-13,-9.72380828783156e-13,0
-343.3077657244909,-6.442218228856717,2.0667692613263093,1.031442626890431,-0.5868472762969806,0.6704182661122691,0.5181984114200224,0.18741480929485557,-0.04002922219934198,0.7901961007087114,0.3897758118365201,0.16088921737733544,0.8064017891152451,0.6007629344381926,0.39142137099670465,-0.16237237413852929,0.0625972965084207,-0.34593372085128204,-0.08895112360401741,1.6587242111309013e-13,5.919303361284674e-12,2.7037981954410353e-12,-4.275165457000945e-13,4.2731312939470413e-13,-1.1769245263751329e-14,1.2177940006741044e-12,0
-2172.0794506978323,11.894391850644693,-6.304945776565211,0.9962026570788833,0.19978495351871517,0.39982833684866614,-0.5509374434709478,0.17748873605407714,0.5942551304460532,0.40053516922958066,0.8830390207769506,0.07195831533776624,-0.22732808391789833,-0.06229439779787056,0.6681467063668017,-0.14220857393391104,-0.03526996992514997,0.029070049708906306,-0.07645381634840764,-3.698274859539734e-12,3.868216416527304e-12,-3.786446117866841e-12,1.663105159247559e-11,-5.747401374980514e-13,1.3746690295054966e-12,-5.285187684876818e-12,1
-376.1332725799918,-24.311496876328462,5.863688816308018,1.2766569449335772,-0.2555421164141224,0.5298640325449115,0.41506500323825624,0.900832529392098,0.19770689570724398,0.3520002198508133,-0.5463934151302672,-0.3507369961428674,0.6252810937926722,0.5213417877570827,-0.3171669550778997,0.008255609464374817,0.05938917002465753,0.28129525779003806,0.3125132819468879,6.356825271648824e-12,-2.6898310422055428e-12,6.07537892577353e-13,5.167175393499988e-12,1.3910334053575326e-11,-6.563206682861888e-12,6.168309552249177e-12,0
-2138.2362582999976,26.899403323477095,0.7627795502581678,-0.6297266052405761,0.26509007359653936,-0.5146030854414998,0.05199969288818213,-0.05490976670653678,0.08876419404371413,0.16724306010200038,0.004907609177673717,-0.5456412576450863,-0.034269162013816294,0.1500852367228797,-0.09754196246531134,-0.18862418790395122,-0.05830699792804489,-0.2692413349146081,0.07605463919753154,-4.638579408870141e-12,-1.2602890461326054e-12,2.294035752682157e-12,-2.266226548632223e-12,1.082993916514917e-11,1.3501282871834877e-11,-4.1352248565835654e-12,1
-1482.182482356293,47.728209907953115,11.160811210420507,-0.15996473331340097,-0.0013185611198254681,-0.41524481840050104,0.3659946328312037,-0.22342536401089907,-0.6253917186193125,-0.555422667759617,-0.03196746671123167,0.09740737515830977,0.1261537367854289,0.36931849430321484,0.14047635314829063,-0.3979511453726698,-0.05738385902219806,0.12834231302653995,-0.06298898242514663,8.18751983457339e-12,-1.0966218840939062e-12,-2.155524147505219e-12,3.951288545846489e-12,-4.9214241590459105e-12,1.097947883136307e-11,1.079982356874116e-11,1
-319.23875023166136,27.63936911512334,5.246279863701643,-0.31973983727163136,-0.21099917060011958,0.4541497892343572,-0.38515904185748134,-0.5369882794305465,0.920098673882714,-0.1333736353177706,0.00023373330606522334,0.3416313727540378,-0.6044252045442466,-0.36297766973333573,0.028146626989591906,-0.45242070872818363,0.5843936362530884,-0.00064418289515125,0.013558370120590236,7.900062511162577e-12,-1.970243351554951e-12,-4.786648232017443e-12,-1.2679523010814175e-12,2.5020511910034397e-13,6.974901043572397e-13,-7.278711502748521e-12,0
-1982.4312628864002,-13.980346719213268,-12.034269553440668,0.7331058950320631,0.041488570808218946,-0.525138126676109,-0.36693040411527394,0.020601968776584663,-0.10303523600282473,0.6580611129638614,0.2802533744211394,0.17367507096432974,0.6775120036695679,-0.22851771965904238,0.3788882758202604,-0.10336244759282413,0.04214105150273275,-0.04534038842239651,0.3817990150387712,1.0110440982902916e-12,-2.827257352253977e-12,6.155315780435266e-13,5.07547815956923e-13,-5.80742105934789e-13,8.520438120452042e-14,-1.4465171240165468e-12,0
655.0754109247847,35.37813418819169,6.008099923039292,-0.14454972856016374,0.17248867533338483,-0.437217275056276,0.22838861201054927,-0.22006043073823667,-0.666881881251615,-0.4493765329542008,0.08330485754006872,-0.1762110906216445,0.2493523557158276,0.22414320266712232,-0.6862138789142761,-0.22173984252543807,-0.0607903308341183,0.41742563826199974,-0.061922864485697914,-1.5400132196611322e-12,-1.906472468371426e-12,-6.079222362786113e-14,3.7627258960136076e-13,-2.625556703607416e-13,-1.7615736503130846e-13,8.380011046617189e-13,1
1201.816328821644,-25.41063885201178,8.501600154953241,0.6839169612309535,-3.258151509813045e-05,0.47687140138787076,0.24417029654325864,1.0687193127579877,0.6500627916230465,1.008301025367484,-0.3111164730537431,0.168715555573096,-0.045801617872818653,-0.31881526456931986,0.39374964327935735,-0.20213539328959404,-0.016710131523259356,-0.22405035541143625,-0.07067343487885375,1.0525326604901636e-12,2.221965502892594e-12,-4.199422778130352e-13,-5.143520756650904e-13,3.8079856870346976e-13,1.3753575458790613e-13,-3.9988317439918427e-13,0
-1630.4068069470145,1.472974905544786,-4.592244295635371,0.6853738052067202,0.25936482173413267,0.42570483525479325,-0.5034160118294388,0.12496051501216648,0.38495348241617267,0.2024283799905169,0.8239152485744995,-0.12431859914594837,0.6772434104420797,-0.1530319666246798,0.4504100742640622,-0.16067790827770748,0.006954922502395499,-0.15329433883792984,-0.08249357329240324,1.2497210926051912e-13,4.5327497383478455e-12,-1.8428920050638995e-12,-1.1649094755626381e-12,9.982409156812935e-13,4.061929067185676e-14,8.456599673630755e-13,0
-1976.7713088029025,-26.362460391572142,-11.464200919772207,-0.27526397714080053,-0.6500872399193138,0.48224335734626905,-0.225722349790666,-0.8089338317284579,-0.03788855812713015,-0.37772308466708754,-0.7716434241837609,-0.4394768900865472,-0.5036363122211285,0.03043763255216581,0.28957086142084837,0.1424381121090563,0.025229599991072795,-0.15521859459574927,0.017423303189545342,1.3582876523627959e-12,-2.654430434949051e-12,-7.35994001688769e-14,3.2381701526386475e-13,-4.3773991948422944e-13,1.0847601011384157e-13,-1.7276983496946985e-12,0
3540.981629552524,7.121597583643269,-3.2997126980325358,-0.46132803516700616,-0.8744215744008694,0.7268731664789747,0.790941083174108,-0.5739543618108551,0.005941507070677574,-0.0505143917443321,-0.6137247909156669,0.595650805141365,0.5502908313888112,-0.03629343758020508,-0.12784889795986895,-0.3623218567493981,-0.007692757538578488,-0.39074283527852904,0.038503932122007554,1.105775816258346e-14,-1.4708357226629785e-12,-3.007147599331209e-13,1.714430068120134e-13,-1.9021906803293484e-13,-4.705272555569337e-15,-3.6918454898552664e-13,0
2801.9873890041504,16.93535489377384,-1.1235347084864282,-0.4953515604521067,0.026427272642780265,0.3723656905452421,-0.4070030097829995,0.730889902718457,0.20104622197293778,-0.5673550459884574,-0.085754573442287,0.8106427782026676,-0.18142346728667616,0.1538673640075469,0.048735159840665225,-0.5588915371102454,-0.10886904484883188,0.18325820436695972,-0.0066210182770589186,4.217645852734923e-12,-3.801616381481536e-12,-3.009948007064378e-12,-3.6418487515310117e-13,-2.3564144921919984e-13,3.5470942376603275e-13,-4.5344550561349425e-12,1
358.17772962496144,38.4613309049846,7.150552517596754,0.23595700327500818,0.13648860861107137,0.520376582728047,-0.028944570163631462,-0.13090867442869641,-0.5301546917347584,-0.21690432874317692,0.09491482108779445,-0.5990684998127683,0.5018417408959478,0.17020225581143153,-0.06063399030097271,-0.21542871242060996,-0.025298976512831712,0.8641414580215717,0.026149020359267888,-4.071707277109232e-12,5.846474678416551e-12,7.044062588607882e-12,9.83872384242437e-13,-3.738723531459813e-14,-3.106685460146492e-13,5.0044358926663165e-12,0
5534.98730150355,6.241174136234518,-11.38862659181413,0.15375236309619003,-0.7979184068691387,-0.4847543403962081,-0.44355728698966584,-0.866338804454171,-0.271305702427961,0.2626250873010057,-0.4195488037072066,-0.14714943333714442,-0.18415299477591165,-0.04751695354979084,0.05292780129859567,-0.05743887898326477,0.0006058915886222612,0.1494057349334648,0.10163217965831652,-1.23602330261551e-13,2.2437814342450876e-14,-3.077987431487048e-13,-5.639353070337882e-14,5.79474451394256e-14,-9.538903061817824e-15,9.81827822485747e-14,0
